,Caso Noticia,Grado del Delito,Caracterización,Modalidad,Título,Artículo,Procedimiento Abreviado,Tipo de Noticia,Etapa Noticia,Fecha Creación,Año de Creación,Ley,Entidad Receptora,Unidad Receptora,Fecha de la denuncia,Departamento de la denuncia,Municipio de la denuncia,Fecha de los Hechos,Departamento de los Hechos,Municipio de los Hechos,Fecha Última Actuación,Última Actuación
332,sdv-id-OFuqiB,NINGUNO,BIENES MUEBLES,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,QUERELLA,QUERELLABLE,2024-08-21 07:05:02,2024,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-06-19 12:48:34,Antioquia,MEDELLÍN,2023-10-20 03:32:48,Antioquia,MEDELLÍN,2025-02-18 22:17:30,Registro de informacion formal
333,sdv-id-LRDaJu,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2025-06-12 10:39:22,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-07-19 19:51:45,Antioquia,MEDELLÍN,2025-02-23 04:07:32,Antioquia,MEDELLÍN,2025-07-03 15:23:58,Obtención de documentos
334,sdv-id-RGsZCR,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-27 10:46:37,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Magdalena,MEDELLÍN,2025-05-26 19:53:49,Antioquia,MEDELLÍN,2025-08-14 06:49:15,Busqueda en bases de datos de acceso publico
335,sdv-id-lbbijT,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES JUDICIALES,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2024-07-16 23:07:56,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-06-24 23:45:47,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",2024-11-08 20:48:39,Antioquia,MEDELLÍN,2025-03-21 04:09:10,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
336,sdv-id-GxzklC,NINGUNO,OTROS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-11-24 09:23:13,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-11-24 05:44:09,Antioquia,MEDELLÍN,2024-04-11 03:41:19,Antioquia,MEDELLÍN,2025-06-23 02:40:26,Obtención de documentos
337,sdv-id-vfrCQZ,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-09-28 23:50:24,2024,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-11-16 19:31:37,Antioquia,BUCARAMANGA,2024-12-31 11:25:41,Antioquia,MEDELLÍN,2025-04-24 00:41:30,Obtención de documentos
338,sdv-id-JmXsjd,NINGUNO,OFRECIMIENTO DE SERVICIOS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-09-08 09:48:27,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-08-20 15:04:17,Antioquia,MEDELLÍN,2024-07-08 09:31:26,Antioquia,MEDELLÍN,2024-12-26 09:45:49,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
339,sdv-id-QRfbsU,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-04-10 01:24:25,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-04-08 00:56:37,Antioquia,MEDELLÍN,2024-07-23 15:53:48,Antioquia,MEDELLÍN,2025-05-16 02:10:03,Obtención de documentos
340,sdv-id-HtpdMA,NINGUNO,OTROS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-03 20:17:47,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Antioquia,"BOGOTÁ, D.C.",2025-05-15 17:46:19,Antioquia,MEDELLÍN,2025-06-23 12:32:08,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
341,sdv-id-fNanxD,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2022-06-05 08:17:06,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2022-12-24 03:13:13,Antioquia,MEDELLÍN,2022-05-14 20:55:50,Antioquia,MEDELLÍN,2024-11-03 22:37:19,Registro de informacion formal
342,sdv-id-VpkeuQ,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,QUERELLA,QUERELLABLE,2024-09-11 23:26:47,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-06-15 06:37:28,Antioquia,MEDELLÍN,2024-08-14 12:11:17,Antioquia,MEDELLÍN,2025-05-06 14:41:37,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
343,sdv-id-vfzdid,NINGUNO,BIENES MUEBLES,"TURISMO POR INTERNET (ALQUILER FINCAS, APARTAMENTOS, APARTA ESTUDIOS - CASAS, HOTELES)",DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,DE OFICIO (INFORMES),QUERELLABLE,2024-09-14 21:33:06,2014,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-06-20 04:44:35,Antioquia,MEDELLÍN,2023-10-03 01:55:07,Antioquia,MEDELLÍN,2025-02-09 00:33:03,Sale a fiscal de conocimiento
344,sdv-id-ffzZId,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2025-02-01 20:33:56,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-11-01 03:17:49,Antioquia,OCANA,2024-10-23 00:36:39,Antioquia,MEDELLÍN,2025-06-17 20:01:18,Conciliacion fracasada (no se hizo - complementar con el motivo)
345,sdv-id-ysSCmG,AGRAVADO,OFRECIMIENTO DE SERVICIOS,RETOMA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-03-02 21:06:58,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-02-20 05:59:17,Antioquia,MEDELLÍN,2024-11-05 19:11:55,Antioquia,MEDELLÍN,2025-06-12 10:55:54,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
346,sdv-id-eMhhUb,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-11-17 14:46:28,2023,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-05-19 17:45:40,Antioquia,EL SANTUARIO,2023-03-21 01:18:42,Antioquia,MEDELLÍN,2025-06-27 16:43:56,Obtención de documentos
347,sdv-id-rbwXzt,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-06-26 15:47:08,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2023-11-15 12:27:12,Antioquia,MEDELLÍN,2023-01-05 10:15:23,Antioquia,MEDELLÍN,2023-10-09 02:39:35,Obtención de documentos
348,sdv-id-dLSJjt,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2024-12-06 18:57:21,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-09-06 03:03:41,Antioquia,BUCARAMANGA,2024-12-18 12:56:36,Antioquia,MEDELLÍN,2024-02-28 16:01:34,Obtención de documentos
349,sdv-id-FizYtu,NINGUNO,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,QUERELLA,QUERELLABLE,2023-05-07 06:45:35,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2023-08-31 21:58:04,Antioquia,MEDELLÍN,2023-02-04 04:20:30,Antioquia,MEDELLÍN,2024-11-19 20:01:48,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
350,sdv-id-pxBhcw,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2024-07-01 01:51:40,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-03-14 03:42:45,Antioquia,MEDELLÍN,2023-09-30 02:39:41,Antioquia,MEDELLÍN,2024-11-16 08:47:37,Obtención de documentos
351,sdv-id-yLWOOH,AGRAVADO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-10-27 21:00:33,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-09-01 03:53:59,Antioquia,MEDELLÍN,2024-02-14 09:33:18,Antioquia,MEDELLÍN,2025-06-22 18:26:26,Busqueda en bases de datos de acceso publico
352,sdv-id-wORYUr,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-05-18 02:22:27,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-02-14 21:40:52,Antioquia,MEDELLÍN,2024-05-04 22:59:35,Antioquia,MEDELLÍN,2023-04-24 17:43:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
353,sdv-id-augNKN,AGRAVADO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2025-04-23 13:02:32,2024,Ley 906,Fiscalía General de la Nación,URI (UNIDAD DE REACCION INMEDIATA) - QUIBDO,2025-05-12 18:12:11,Antioquia,MEDELLÍN,2024-09-21 00:39:11,Antioquia,MEDELLÍN,2024-09-08 03:23:57,Programa metodológico
354,sdv-id-tsvUZV,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2023-04-26 18:34:01,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - PASTO,2023-11-27 09:33:32,Antioquia,SOCORRO,2023-06-12 18:59:16,Antioquia,MEDELLÍN,2024-01-26 13:59:02,Registro de informacion formal
355,sdv-id-Fjelqi,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-07-20 09:40:04,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-01-05 01:50:05,"BOGOTÁ, D. C.",MEDELLÍN,2024-01-20 12:59:38,Antioquia,MEDELLÍN,2025-01-18 02:36:14,Sale a fiscal de conocimiento
356,sdv-id-EDvIen,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-16 17:31:17,2014,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2025-06-29 09:41:33,Antioquia,MEDELLÍN,2025-08-01 00:00:05,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
357,sdv-id-auVjLE,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2024-06-08 23:07:14,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-06-11 12:09:20,Antioquia,MEDELLÍN,2024-11-22 16:50:20,Antioquia,MEDELLÍN,2024-07-19 04:07:56,Obtención de documentos
358,sdv-id-qWfNmN,NINGUNO,OFRECIMIENTO DE SERVICIOS,PERMUTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2022-04-10 13:45:18,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2023-01-18 17:02:41,Antioquia,MEDELLÍN,2022-06-23 16:14:37,Antioquia,MEDELLÍN,2024-09-21 10:45:39,Sale de fiscal intervención temprana a fiscal conocimiento
359,sdv-id-XfQCjt,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,QUERELLA,QUERELLABLE,2025-06-20 12:59:52,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2025-06-10 04:31:27,Antioquia,MEDELLÍN,2025-08-11 08:34:49,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
360,sdv-id-AoUdnU,NINGUNO,BIENES MUEBLES,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-03-12 01:33:40,2024,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-06-10 18:52:15,Antioquia,MEDELLÍN,2023-12-17 10:25:31,Antioquia,MEDELLÍN,2025-01-30 06:20:28,Obtención de documentos
361,sdv-id-scGozY,NINGUNO,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-11-27 16:39:59,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS ENVIGADO,2024-10-29 21:46:27,Antioquia,MEDELLÍN,2024-08-18 01:02:31,Antioquia,MEDELLÍN,2025-06-30 18:37:43,Obtención de documentos
362,sdv-id-XQFond,NINGUNO,OFRECIMIENTO DE SERVICIOS,VENTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-17 05:45:16,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2025-04-08 00:49:37,Antioquia,MEDELLÍN,2025-08-07 08:48:20,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
363,sdv-id-ngHGZQ,AGRAVADO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,QUERELLA,QUERELLABLE,2024-09-18 08:23:28,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-09-28 19:02:19,Antioquia,MEDELLÍN,2024-07-26 06:39:37,Antioquia,MEDELLÍN,2025-05-24 14:21:01,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
364,sdv-id-tkxxFC,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-05-26 19:56:31,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2025-06-20 08:48:07,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",2025-03-28 00:57:02,Antioquia,MEDELLÍN,2025-03-20 00:23:42,Obtención de documentos
365,sdv-id-cCOUsB,NINGUNO,BIENES INMUEBLES,OFERTA LABORAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-02-01 13:33:38,2022,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-04-30 04:33:54,Antioquia,MEDELLÍN,2023-12-20 17:17:56,Antioquia,MEDELLÍN,2024-01-16 12:32:31,Obtención de documentos
366,sdv-id-bBxonV,NINGUNO,BIENES MUEBLES,PRÉSTAMO DE DINERO,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-03-04 04:27:55,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-01-21 04:29:46,Antioquia,MEDELLÍN,2024-03-28 04:21:35,Antioquia,MEDELLÍN,2025-04-15 12:42:41,Obtención de documentos
367,sdv-id-TFuirC,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-05-06 10:21:15,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-07-06 08:18:58,Antioquia,MEDELLÍN,2024-12-03 15:25:13,Antioquia,MEDELLÍN,2025-04-09 03:13:47,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
368,sdv-id-oSdJdH,AGRAVADO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-12-25 05:07:54,2024,Ley 906,Fiscalía General de la Nación,ESTACION BELLO                               ,2025-02-05 06:49:51,Antioquia,MEDELLÍN,2024-11-29 20:09:38,Antioquia,MEDELLÍN,2024-05-15 15:05:11,Sale de fiscal intervención temprana a fiscal conocimiento
369,sdv-id-xXMgKv,NINGUNO,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-04-12 10:54:43,2025,Ley 906,Fiscalía General de la Nación,FISCALIA GAULA ANTIOQUIA,2025-02-23 16:33:29,Antioquia,MEDELLÍN,2024-12-17 06:51:46,Antioquia,MEDELLÍN,2025-08-16 08:47:31,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
370,sdv-id-mrADfJ,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-12-19 09:53:59,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-10-26 07:33:02,Antioquia,MEDELLÍN,2024-03-13 02:28:59,Antioquia,MEDELLÍN,2025-03-26 03:06:58,Sale a fiscal de conocimiento
371,sdv-id-EmauWX,NINGUNO,BIENES MUEBLES,PRÉSTAMO DE DINERO,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-01-24 08:40:57,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-03-06 05:40:08,Antioquia,MEDELLÍN,2023-11-10 19:21:32,Antioquia,MEDELLÍN,2024-01-01 20:15:55,Registro de informacion formal
372,sdv-id-aUKGJg,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-22 12:55:14,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2025-02-22 18:09:25,Antioquia,MEDELLÍN,2025-08-10 19:54:45,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
373,sdv-id-UQupDD,NINGUNO,OFRECIMIENTO DE SERVICIOS,VENTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-09-08 21:10:44,2025,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2023-12-12 14:10:49,Antioquia,MEDELLÍN,2024-06-10 10:37:21,Antioquia,MEDELLÍN,2023-04-24 17:43:00,Obtención de documentos
374,sdv-id-QTZIRj,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-09-08 23:14:06,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-09-08 21:16:42,Antioquia,MEDELLÍN,2024-05-23 03:30:06,Antioquia,MEDELLÍN,2024-11-25 08:12:01,Registro de informacion formal
375,sdv-id-fJbEcU,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-07-29 17:55:04,2024,Ley 906,Policía Nacional,SALA DE DENUNCIAS - CALDAS,2024-07-13 16:27:17,Antioquia,ENVIGADO,2023-09-17 05:19:22,Antioquia,MEDELLÍN,2025-06-10 14:53:27,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
376,sdv-id-LawHHQ,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2025-04-11 02:52:04,2024,Ley 906,Fiscalía General de la Nación,MEVAL-SECCIONAL DE POLICIA JUDICIAL MEDELLIN,2025-02-10 03:55:02,Antioquia,MEDELLÍN,2025-03-25 03:32:02,Antioquia,MEDELLÍN,2025-03-03 05:51:40,Obtención de documentos
377,sdv-id-FUZeqU,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-01-03 23:03:52,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-09-28 03:10:47,Antioquia,MEDELLÍN,2024-08-10 23:56:11,Antioquia,MEDELLÍN,2025-06-03 21:30:02,Obtención de documentos
378,sdv-id-wfJhSP,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-04-27 17:03:00,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-01-11 18:35:04,"BOGOTÁ, D. C.",MEDELLÍN,2025-04-20 04:37:29,Antioquia,MEDELLÍN,2025-06-28 05:59:11,Obtención de documentos
379,sdv-id-iOYUsn,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-10-26 07:02:41,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS ITAGUI,2023-12-16 23:23:25,Antioquia,MEDELLÍN,2024-03-23 02:30:15,Antioquia,MEDELLÍN,2024-08-29 01:22:26,Verificacion de arraigo y/o  estudio socio economico
380,sdv-id-kvKgXK,NINGUNO,BIENES MUEBLES,PERMUTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2025-06-13 12:59:16,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-04-10 21:11:06,Antioquia,MEDELLÍN,2025-01-01 20:15:31,Antioquia,MEDELLÍN,2025-02-11 22:50:29,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
381,sdv-id-CaRIqs,NINGUNO,OFRECIMIENTO DE SERVICIOS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-03-05 20:44:37,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS COPACABANA,2023-07-26 19:51:43,Norte de Santander,GUADALAJARA DE BUGA,2021-10-15 11:28:43,Antioquia,MEDELLÍN,2024-05-12 04:04:44,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
382,sdv-id-CfSiOl,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-20 08:16:25,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2025-07-05 03:11:04,Antioquia,MEDELLÍN,2025-08-10 08:23:17,Sale de fiscal intervención temprana a fiscal conocimiento
